symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type,entry_date,entry_time,exit_date,exit_time,breakeven_point,avg_buy_price,avg_sell_price,net_pnl,status,roi
LTTS,2022-08-23,NSE,EQ,buy,60.0,3569.5,1200000012498328,11:54:47,,,,cash,2022-08-23,10:57:13,2022-08-23,11:54:47,4,3543.1666666666665,3570.75,-1655.0,1,0.0078
SUNTV,2022-08-24,NSE,EQ,sell,280.0,503.15,1300000012531424,12:47:22,,,,cash,2022-08-24,11:25:50,2022-08-24,12:47:22,6,503.0857142857143,505.29285714285714,-618.0,1,-0.0044
NMDC,2022-08-24,NSE,EQ,buy,700.0,122.1,1200000017060685,13:45:29,,,,cash,2022-08-24,12:55:39,2022-08-24,13:45:29,3,121.55,122.1,-385.0,1,0.0045
BHEL,2022-08-25,NSE,EQ,buy,1000.0,57.95,1000000006896401,10:20:02,,,,cash,2022-08-25,10:16:04,2022-08-25,10:20:02,2,58.15,57.95,200.0,0,-0.0034
M&M,2022-08-26,NSE,EQ,sell,50.0,1287.4,1200000007228126,10:49:28,,,,cash,2022-08-26,10:32:40,2022-08-26,10:49:28,3,1287.4,1296.96,-478.0,1,-0.0074
BEL,2022-08-26,NSE,EQ,sell,320.0,306.3,1000000008031116,14:14:39,,,,cash,2022-08-26,11:10:18,2022-08-26,14:14:39,3,306.3,306.89375,-190.0,1,-0.0019
DABUR,2022-08-29,NSE,EQ,sell,70.0,573.8,1100000008780014,13:14:35,,,,cash,2022-08-29,10:52:37,2022-08-29,13:14:35,3,574.3,579.2,-343.0,1,-0.0085
RELIANCE,2022-08-30,NSE,EQ,sell,20.0,2622.0,1300000016501175,14:59:45,,,,cash,2022-08-30,13:02:12,2022-08-30,14:59:45,2,2622.0,2627.1,-102.0,1,-0.0019
RELIANCE,2022-09-01,NSE,EQ,sell,100.0,2575.0,1300000010358169,13:09:04,,,,cash,2022-09-01,10:38:19,2022-09-01,13:09:04,4,2575.0,2595.645,-2064.5,1,-0.008
RELIANCE,2022-09-19,NSE,EQ,sell,100.0,2494.0,1300000011891803,11:40:29,,,,cash,2022-09-19,11:01:19,2022-09-19,11:40:29,5,2495.06,2512.55,-1749.0,1,-0.007
RELIANCE,2022-09-19,NSE,EQ,sell,80.0,2514.7,1300000016954317,14:17:14,,,,cash,2022-09-19,12:05:14,2022-09-19,14:17:14,4,2514.7,2512.0,216.0,0,0.0011
RELIANCE,2022-09-27,NSE,EQ,sell,300.0,2404.9,1300000018627887,12:40:12,,,,cash,2022-09-27,11:42:31,2022-09-27,12:40:12,4,2404.9,2390.133333333333,4430.0,0,0.0062
RELIANCE,2022-09-27,NSE,EQ,sell,40.0,2408.25,1300000025870928,14:27:33,,,,cash,2022-09-27,13:25:15,2022-09-27,14:27:33,2,2408.25,2420.2,-478.0,1,-0.0049
ADANIENT,2022-09-02,NSE,EQ,sell,70.0,3263.0,1000000005777062,10:27:26,,,,cash,2022-09-02,09:34:07,2022-09-02,10:27:26,4,3263.0,3259.302857142857,258.8,0,0.0011
ADANIENT,2022-09-02,NSE,EQ,sell,40.0,3339.5,1000000017688215,13:09:01,,,,cash,2022-09-02,12:20:31,2022-09-02,13:09:01,5,3339.175,3356.75,-703.0,1,-0.0052
ADANIENT,2022-09-06,NSE,EQ,sell,90.0,3435.7,1000000019079715,14:18:27,,,,cash,2022-09-06,12:54:22,2022-09-06,14:18:27,6,3435.511111111111,3437.87,-212.3,1,-0.0007
ADANIENT,2022-09-15,NSE,EQ,sell,250.0,3729.95,1000000020348599,14:01:38,,,,cash,2022-09-15,12:40:05,2022-09-15,14:01:38,13,3700.304,3677.28,5756.0,0,0.0063
ADANIENT,2022-09-26,NSE,EQ,buy,20.0,3620.0,1000000016809739,12:40:00,,,,cash,2022-09-26,11:45:06,2022-09-26,12:40:00,3,3591.9,3613.05,-423.0,1,0.0059
AMARAJABAT,2022-09-05,NSE,EQ,sell,900.0,529.0,1000000008796299,11:31:32,,,,cash,2022-09-05,11:16:12,2022-09-05,11:31:32,4,529.0,532.7388888888889,-3365.0,1,-0.007
AMARAJABAT,2022-09-05,NSE,EQ,sell,1100.0,534.5,1000000019094239,14:38:32,,,,cash,2022-09-05,13:40:13,2022-09-05,14:38:32,7,537.2545454545455,535.8090909090909,1590.0,0,0.0027
EXIDEIND,2022-09-05,NSE,EQ,buy,70.0,168.8,1100000013347437,12:55:07,,,,cash,2022-09-05,12:49:45,2022-09-05,12:55:07,8,169.05714285714285,168.8357142857143,15.5,0,-0.0013
EXIDEIND,2022-09-06,NSE,EQ,sell,5800.0,174.0,1100000001209688,09:23:54,,,,cash,2022-09-06,09:16:36,2022-09-06,09:23:54,2,174.0,172.85,6670.0,0,0.0067
EXIDEIND,2022-09-20,NSE,EQ,sell,900.0,167.7,1100000008518513,12:09:44,,,,cash,2022-09-20,10:56:17,2022-09-20,12:09:44,5,167.83333333333334,168.97222222222223,-1025.0,1,-0.0067
DIXON,2022-09-06,NSE,EQ,sell,232.0,4205.0,1100000000382689,09:18:03,,,,cash,2022-09-06,09:07:06,2022-09-06,09:18:03,2,4205.0,4245.9,-9488.8,1,-0.0096
APOLLOTYRE,2022-09-06,NSE,EQ,buy,500.0,267.65,1000000009852641,11:10:25,,,,cash,2022-09-06,11:02:50,2022-09-06,11:10:25,3,267.62,267.65,-15.0,1,0.0001
APOLLOTYRE,2022-09-22,NSE,EQ,buy,1000.0,277.7,1000000015254898,12:09:23,,,,cash,2022-09-22,11:31:03,2022-09-22,12:09:23,4,278.95,277.7,1250.0,0,-0.0045
TATAPOWER,2022-09-06,NSE,EQ,sell,1100.0,245.9,1300000015946170,12:43:10,,,,cash,2022-09-06,11:14:09,2022-09-06,12:43:10,6,245.70909090909092,245.34545454545454,400.0,0,0.0015
TATAPOWER,2022-09-06,NSE,EQ,sell,1000.0,247.25,1300000024323177,15:10:17,,,,cash,2022-09-06,14:43:00,2022-09-06,15:10:17,5,247.55,247.2,350.0,0,0.0014
ULTRACEMCO,2022-09-08,NSE,EQ,sell,44.0,6880.0,1300000001570321,09:25:12,,,,cash,2022-09-08,09:21:53,2022-09-08,09:25:12,2,6880.0,6848.15,1401.4,0,0.0047
ULTRACEMCO,2022-09-09,NSE,EQ,buy,42.0,6943.0,1300000002758455,09:33:45,,,,cash,2022-09-09,09:32:08,2022-09-09,09:33:45,2,6958.0,6943.0,630.0,0,-0.0022
BSOFT,2022-09-12,NSE,EQ,sell,900.0,337.0,1000000008789193,13:35:27,,,,cash,2022-09-12,11:38:28,2022-09-12,13:35:27,4,337.4166666666667,340.1333333333333,-2445.0,1,-0.008
GODREJPROP,2022-09-13,NSE,EQ,sell,570.0,1453.5,1100000000632879,09:17:44,,,,cash,2022-09-13,09:07:45,2022-09-13,09:17:44,3,1454.7771929824562,1470.0,-8677.0,1,-0.0104
TATACONSUM,2022-09-14,NSE,EQ,sell,870.0,850.0,1300000000946133,09:18:39,,,,cash,2022-09-14,09:17:33,2022-09-14,09:18:39,2,850.0,847.4,2262.0,0,0.0031
VEDL,2022-09-14,NSE,EQ,sell,1060.0,300.0,1300000020026949,13:27:15,,,,cash,2022-09-14,11:27:30,2022-09-14,13:27:15,8,299.3207547169811,298.2754716981132,1108.0,0,0.0035
VEDL,2022-09-14,NSE,EQ,sell,600.0,304.0,1300000020723705,13:29:44,,,,cash,2022-09-14,13:29:02,2022-09-14,13:29:44,4,304.0,302.26666666666665,1040.0,0,0.0057
VEDL,2022-09-14,NSE,EQ,sell,500.0,309.0,1300000022096020,13:49:23,,,,cash,2022-09-14,13:30:57,2022-09-14,13:49:23,4,309.0,304.136,2432.0,0,0.016
VEDL,2022-09-14,NSE,EQ,sell,300.0,309.0,1300000022712527,14:02:32,,,,cash,2022-09-14,13:55:39,2022-09-14,14:02:32,3,309.0,313.76666666666665,-1430.0,1,-0.0152
VEDL,2022-09-15,NSE,EQ,sell,120.0,314.2,1300000001716974,09:36:55,,,,cash,2022-09-15,09:18:16,2022-09-15,09:36:55,3,314.2,317.21666666666664,-362.0,1,-0.0095
PVR,2022-09-15,NSE,EQ,sell,250.0,1844.05,1200000009892973,10:45:18,,,,cash,2022-09-15,09:57:44,2022-09-15,10:45:18,6,1843.672,1856.902,-3307.5,1,-0.0071
PVR,2022-09-16,NSE,EQ,buy,200.0,1780.0,1200000007216487,11:42:31,,,,cash,2022-09-16,10:16:49,2022-09-16,11:42:31,2,1790.3,1780.0,2060.0,0,-0.0058
NATIONALUM,2022-09-15,NSE,EQ,buy,2200.0,79.5,1200000016859052,12:29:41,,,,cash,2022-09-15,10:48:57,2022-09-15,12:29:41,5,79.64090909090909,79.5,310.0,0,-0.0018
ZEEL,2022-09-20,NSE,EQ,sell,1000.0,273.2,1300000008131573,10:43:59,,,,cash,2022-09-20,10:19:18,2022-09-20,10:43:59,6,273.1,274.715,-1615.0,1,-0.0059
HINDUNILVR,2022-09-21,NSE,EQ,sell,60.0,2632.8,1100000011949543,11:48:16,,,,cash,2022-09-21,11:08:14,2022-09-21,11:48:16,4,2633.5333333333333,2635.65,-127.0,1,-0.0008
INFY,2022-09-21,NSE,EQ,sell,260.0,1378.3,1100000023235463,14:49:21,,,,cash,2022-09-21,13:48:43,2022-09-21,14:49:21,6,1378.673076923077,1385.676923076923,-1821.0,1,-0.0051
INFY,2022-09-21,NSE,EQ,sell,60.0,1377.85,1100000023380220,14:51:35,,,,cash,2022-09-21,14:50:44,2022-09-21,14:51:35,2,1377.85,1377.4,27.0,0,0.0003
INFY,2022-10-17,NSE,EQ,sell,670.0,1478.0,1100000000551243,09:18:28,,,,cash,2022-10-17,09:07:34,2022-10-17,09:18:28,2,1478.0,1476.9,737.0,0,0.0007
ESCORTS,2022-09-30,NSE,EQ,sell,240.0,2075.7,1100000002681148,09:30:43,,,,cash,2022-09-30,09:07:08,2022-09-30,09:30:43,2,2075.7,2100.0,-5832.0,1,-0.0116
LUPIN,2022-09-30,NSE,EQ,sell,1000.0,674.75,1200000015754129,14:55:33,,,,cash,2022-09-30,12:37:41,2022-09-30,14:55:33,4,674.75,670.1,4650.0,0,0.0069
HINDALCO,2022-10-03,NSE,EQ,sell,1400.0,381.1,1100000004210993,09:42:16,,,,cash,2022-10-03,09:40:35,2022-10-03,09:42:16,6,381.1,380.29235714285716,1130.7,0,0.0021
HINDALCO,2022-10-03,NSE,EQ,sell,1600.0,383.0,1100000004142599,10:14:31,,,,cash,2022-10-03,09:42:34,2022-10-03,10:14:31,4,382.625,381.3125,2100.0,0,0.0034
GLENMARK,2022-10-03,NSE,EQ,sell,1400.0,401.7,1100000005121261,10:03:18,,,,cash,2022-10-03,09:48:26,2022-10-03,10:03:18,5,401.7,405.38928571428573,-5165.0,1,-0.0091
GLENMARK,2022-11-02,NSE,EQ,sell,1470.0,416.9,1100000001067840,09:27:47,,,,cash,2022-11-02,09:07:38,2022-11-02,09:27:47,2,416.9,414.35,3748.5,0,0.0062
GODREJCP,2022-10-07,NSE,EQ,buy,700.0,832.65,1100000007150638,10:55:31,,,,cash,2022-10-07,10:12:19,2022-10-07,10:55:31,4,839.0285714285715,832.65,4465.0,0,-0.0076
NAUKRI,2022-11-03,NSE,EQ,buy,10.0,3920.0,1200000006097920,12:30:30,,,,cash,2022-11-03,10:09:47,2022-11-03,12:30:30,4,3898.62,3914.54,-159.2,1,0.0041
ZYDUSLIFE,2022-12-22,NSE,EQ,sell,1000.0,423.0,1000000000884560,09:19:12,,,,cash,2022-12-22,09:07:09,2022-12-22,09:19:12,2,423.0,427.95,-4950.0,1,-0.0116
