,symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type
675,DALBHARAT,2022-09-14,NSE,EQ,buy,5.0,1749.7,1100000015413497,2022-09-14T12:36:14,,,,cash
676,ACC,2022-09-14,NSE,EQ,buy,5.0,2662.65,1000000016870059,2022-09-14T12:59:32,,,,cash
677,VEDL,2022-09-14,NSE,EQ,sell,20.0,297.0,1300000014291994,2022-09-14T13:02:16,,,,cash
678,VEDL,2022-09-14,NSE,EQ,sell,200.0,298.0,1300000013323025,2022-09-14T13:03:09,,,,cash
679,VEDL,2022-09-14,NSE,EQ,sell,150.0,299.0,1300000013473410,2022-09-14T13:03:27,,,,cash
680,VEDL,2022-09-14,NSE,EQ,buy,180.0,298.0,1300000019790190,2022-09-14T13:11:25,,,,cash
681,DALBHARAT,2022-09-14,NSE,EQ,sell,5.0,1753.9,1100000017517563,2022-09-14T13:11:56,,,,cash
682,DALBHARAT,2022-09-14,NSE,EQ,sell,10.0,1753.55,1100000017626356,2022-09-14T13:14:05,,,,cash
683,VEDL,2022-09-14,NSE,EQ,sell,50.0,298.8,1300000019897809,2022-09-14T13:25:40,,,,cash
684,VEDL,2022-09-14,NSE,EQ,sell,60.0,299.6,1300000019837142,2022-09-14T13:27:00,,,,cash
685,VEDL,2022-09-14,NSE,EQ,buy,350.0,300.0,1300000020026949,2022-09-14T13:27:15,,,,cash
686,VEDL,2022-09-14,NSE,EQ,sell,100.0,301.3,1300000020709119,2022-09-14T13:29:02,,,,cash
687,VEDL,2022-09-14,NSE,EQ,sell,50.0,302.75,1300000020728555,2022-09-14T13:29:21,,,,cash
688,VEDL,2022-09-14,NSE,EQ,sell,150.0,302.75,1300000020736448,2022-09-14T13:29:28,,,,cash
689,VEDL,2022-09-14,NSE,EQ,buy,300.0,304.0,1300000020723705,2022-09-14T13:29:44,,,,cash
690,VEDL,2022-09-14,NSE,EQ,sell,80.0,303.85,1300000020835186,2022-09-14T13:30:57,,,,cash
691,VEDL,2022-09-14,NSE,EQ,sell,150.0,304.2,1300000020826513,2022-09-14T13:31:07,,,,cash
692,VEDL,2022-09-14,NSE,EQ,sell,20.0,304.8,1300000020854441,2022-09-14T13:31:50,,,,cash
693,VEDL,2022-09-14,NSE,EQ,buy,250.0,309.0,1300000022096020,2022-09-14T13:49:23,,,,cash
694,VEDL,2022-09-14,NSE,EQ,sell,50.0,312.9,1300000022621991,2022-09-14T13:55:39,,,,cash
695,VEDL,2022-09-14,NSE,EQ,sell,100.0,314.2,1300000022638092,2022-09-14T13:56:15,,,,cash
696,VEDL,2022-09-14,NSE,EQ,buy,150.0,309.0,1300000022712527,2022-09-14T14:02:32,,,,cash
697,ACC,2022-09-15,NSE,EQ,buy,181.0,2754.7,1000000000422412,2022-09-15T09:16:21,,,,cash
698,VEDL,2022-09-15,NSE,EQ,sell,10.0,316.3,1300000000919526,2022-09-15T09:18:16,,,,cash
699,VEDL,2022-09-15,NSE,EQ,sell,50.0,317.4,1300000000834816,2022-09-15T09:18:26,,,,cash
700,ACC,2022-09-15,NSE,EQ,sell,181.0,2733.8,1000000000585076,2022-09-15T09:21:19,,,,cash
701,VEDL,2022-09-15,NSE,EQ,buy,60.0,314.2,1300000001716974,2022-09-15T09:36:55,,,,cash
702,PVR,2022-09-15,NSE,EQ,sell,15.0,1862.0,1200000005619385,2022-09-15T09:57:44,,,,cash
703,PVR,2022-09-15,NSE,EQ,sell,60.0,1861.35,1200000005733019,2022-09-15T09:58:06,,,,cash
704,PVR,2022-09-15,NSE,EQ,sell,15.0,1864.0,1200000005758879,2022-09-15T09:59:25,,,,cash
705,PVR,2022-09-15,NSE,EQ,buy,35.0,1845.4,1200000009870128,2022-09-15T10:45:01,,,,cash
706,PVR,2022-09-15,NSE,EQ,buy,90.0,1843.0,1200000005866743,2022-09-15T10:45:07,,,,cash
707,PVR,2022-09-15,NSE,EQ,sell,35.0,1844.05,1200000009892973,2022-09-15T10:45:18,,,,cash
708,NATIONALUM,2022-09-15,NSE,EQ,buy,500.0,79.75,1200000010185943,2022-09-15T10:48:57,,,,cash
709,NATIONALUM,2022-09-15,NSE,EQ,buy,400.0,79.6,1200000010196305,2022-09-15T10:49:56,,,,cash
710,NATIONALUM,2022-09-15,NSE,EQ,buy,200.0,79.45,1200000010319771,2022-09-15T12:07:19,,,,cash
711,NATIONALUM,2022-09-15,NSE,EQ,sell,900.0,79.5,1200000010241519,2022-09-15T12:29:18,,,,cash
712,NATIONALUM,2022-09-15,NSE,EQ,sell,200.0,79.5,1200000016859052,2022-09-15T12:29:41,,,,cash
713,ADANIENT,2022-09-15,NSE,EQ,sell,25.0,3653.1,1000000015758210,2022-09-15T12:40:05,,,,cash
714,ADANIENT,2022-09-15,NSE,EQ,sell,15.0,3662.0,1000000015768060,2022-09-15T12:49:37,,,,cash
715,ADANIENT,2022-09-15,NSE,EQ,buy,10.0,3670.7,1000000016597732,2022-09-15T12:56:46,,,,cash
716,ADANIENT,2022-09-15,NSE,EQ,buy,10.0,3670.85,1000000016630619,2022-09-15T12:57:21,,,,cash
717,ADANIENT,2022-09-15,NSE,EQ,sell,5.0,3676.95,1000000016680056,2022-09-15T12:58:29,,,,cash
718,ADANIENT,2022-09-15,NSE,EQ,sell,20.0,3684.0,1000000016615499,2022-09-15T13:07:09,,,,cash
719,ADANIENT,2022-09-15,NSE,EQ,sell,20.0,3690.0,1000000016721548,2022-09-15T13:07:54,,,,cash
720,ADANIENT,2022-09-15,NSE,EQ,sell,15.0,3677.85,1000000017324103,2022-09-15T13:11:49,,,,cash
721,ADANIENT,2022-09-15,NSE,EQ,buy,30.0,3671.85,1000000018297433,2022-09-15T13:28:55,,,,cash
722,ADANIENT,2022-09-15,NSE,EQ,buy,15.0,3678.0,1000000018647436,2022-09-15T13:34:20,,,,cash
723,ADANIENT,2022-09-15,NSE,EQ,sell,10.0,3693.0,1000000018466139,2022-09-15T13:43:28,,,,cash
724,ADANIENT,2022-09-15,NSE,EQ,sell,15.0,3696.0,1000000018633186,2022-09-15T13:43:52,,,,cash
725,ADANIENT,2022-09-15,NSE,EQ,buy,60.0,3729.95,1000000020348599,2022-09-15T14:01:38,,,,cash
726,ASTRAL,2022-09-16,NSE,EQ,sell,135.0,2505.45,1000000000010563,2022-09-16T09:07:49,,,,cash
727,ASTRAL,2022-09-16,NSE,EQ,buy,135.0,2485.0,1000000003208445,2022-09-16T09:35:18,,,,cash
728,PVR,2022-09-16,NSE,EQ,buy,100.0,1790.3,1200000007190552,2022-09-16T10:16:49,,,,cash
729,PVR,2022-09-16,NSE,EQ,sell,100.0,1780.0,1200000007216487,2022-09-16T11:42:31,,,,cash
730,INDIACEM,2022-09-16,NSE,EQ,sell,300.0,277.75,1100000016146466,2022-09-16T12:35:23,,,,cash
731,INDIACEM,2022-09-16,NSE,EQ,sell,100.0,278.6,1100000016174572,2022-09-16T12:36:10,,,,cash
732,INDIACEM,2022-09-16,NSE,EQ,buy,400.0,274.4,1100000016661179,2022-09-16T13:01:04,,,,cash
733,GRANULES,2022-09-19,NSE,EQ,sell,200.0,325.75,1100000007693125,2022-09-19T10:20:53,,,,cash
734,GRANULES,2022-09-19,NSE,EQ,buy,100.0,322.95,1100000008114835,2022-09-19T10:27:12,,,,cash
735,GRANULES,2022-09-19,NSE,EQ,buy,100.0,322.6,1100000008003882,2022-09-19T10:27:29,,,,cash
736,AMBUJACEM,2022-09-19,NSE,EQ,sell,120.0,557.9,1000000009513868,2022-09-19T10:33:03,,,,cash
737,AMBUJACEM,2022-09-19,NSE,EQ,sell,80.0,559.6,1000000009549507,2022-09-19T10:33:21,,,,cash
738,AMBUJACEM,2022-09-19,NSE,EQ,sell,100.0,561.0,1000000009581885,2022-09-19T10:34:07,,,,cash
739,AMBUJACEM,2022-09-19,NSE,EQ,sell,100.0,566.0,1000000009734276,2022-09-19T10:39:23,,,,cash
740,AMBUJACEM,2022-09-19,NSE,EQ,sell,50.0,567.0,1000000009946679,2022-09-19T10:40:08,,,,cash
741,AMBUJACEM,2022-09-19,NSE,EQ,buy,100.0,561.5,1000000010851011,2022-09-19T10:47:18,,,,cash
742,AMBUJACEM,2022-09-19,NSE,EQ,buy,100.0,561.0,1000000010873208,2022-09-19T10:47:40,,,,cash
743,AMBUJACEM,2022-09-19,NSE,EQ,buy,250.0,560.9,1000000009993125,2022-09-19T10:48:13,,,,cash
744,AMBUJACEM,2022-09-19,NSE,EQ,buy,20.0,560.8,1000000011270774,2022-09-19T10:52:38,,,,cash
745,AMBUJACEM,2022-09-19,NSE,EQ,sell,40.0,560.9,1000000011276881,2022-09-19T10:52:44,,,,cash
746,AMBUJACEM,2022-09-19,NSE,EQ,buy,20.0,557.05,1000000011544547,2022-09-19T10:56:28,,,,cash
747,AMBUJACEM,2022-09-19,NSE,EQ,sell,20.0,560.6,1000000011627644,2022-09-19T10:58:36,,,,cash
748,RELIANCE,2022-09-19,NSE,EQ,sell,5.0,2511.2,1300000011744664,2022-09-19T11:01:19,,,,cash
749,RELIANCE,2022-09-19,NSE,EQ,sell,30.0,2511.05,1300000011837882,2022-09-19T11:02:26,,,,cash
750,AMBUJACEM,2022-09-19,NSE,EQ,sell,80.0,562.6,1000000011250018,2022-09-19T11:12:05,,,,cash
751,RELIANCE,2022-09-19,NSE,EQ,sell,15.0,2516.0,1300000011850631,2022-09-19T11:20:13,,,,cash
752,AMBUJACEM,2022-09-19,NSE,EQ,buy,100.0,560.25,1000000013756404,2022-09-19T11:26:16,,,,cash
753,RELIANCE,2022-09-19,NSE,EQ,buy,10.0,2499.3,1300000014405433,2022-09-19T11:38:16,,,,cash
754,RELIANCE,2022-09-19,NSE,EQ,buy,40.0,2494.0,1300000011891803,2022-09-19T11:40:29,,,,cash
755,AMBUJACEM,2022-09-19,NSE,EQ,sell,20.0,566.25,1000000016646200,2022-09-19T11:59:11,,,,cash
756,AMBUJACEM,2022-09-19,NSE,EQ,sell,10.0,567.6,1000000016670644,2022-09-19T11:59:29,,,,cash
757,RELIANCE,2022-09-19,NSE,EQ,sell,10.0,2506.0,1300000016396010,2022-09-19T12:05:14,,,,cash
758,AMBUJACEM,2022-09-19,NSE,EQ,buy,30.0,564.4,1000000016726504,2022-09-19T12:08:30,,,,cash
759,RELIANCE,2022-09-19,NSE,EQ,sell,20.0,2513.0,1300000013670772,2022-09-19T13:18:39,,,,cash
760,RELIANCE,2022-09-19,NSE,EQ,sell,10.0,2516.0,1300000016980514,2022-09-19T13:49:55,,,,cash
761,RELIANCE,2022-09-19,NSE,EQ,buy,40.0,2514.7,1300000016954317,2022-09-19T14:17:14,,,,cash
762,ZEEL,2022-09-20,NSE,EQ,sell,250.0,274.55,1300000006566627,2022-09-20T10:19:18,,,,cash
763,ZEEL,2022-09-20,NSE,EQ,sell,100.0,274.4,1300000006617065,2022-09-20T10:19:58,,,,cash
764,ZEEL,2022-09-20,NSE,EQ,sell,150.0,275.2,1300000006583749,2022-09-20T10:28:10,,,,cash
765,ZEEL,2022-09-20,NSE,EQ,buy,200.0,273.15,1300000008103380,2022-09-20T10:42:40,,,,cash
766,ZEEL,2022-09-20,NSE,EQ,buy,200.0,273.0,1300000006774162,2022-09-20T10:43:43,,,,cash
767,ZEEL,2022-09-20,NSE,EQ,buy,100.0,273.2,1300000008131573,2022-09-20T10:43:59,,,,cash
768,EXIDEIND,2022-09-20,NSE,EQ,sell,200.0,169.1,1100000008483187,2022-09-20T10:56:17,,,,cash
769,EXIDEIND,2022-09-20,NSE,EQ,sell,50.0,168.75,1100000008522946,2022-09-20T10:56:54,,,,cash
770,EXIDEIND,2022-09-20,NSE,EQ,sell,200.0,168.9,1100000008508447,2022-09-20T10:57:00,,,,cash
771,EXIDEIND,2022-09-20,NSE,EQ,buy,150.0,168.1,1100000012061976,2022-09-20T12:07:35,,,,cash
772,EXIDEIND,2022-09-20,NSE,EQ,buy,300.0,167.7,1100000008518513,2022-09-20T12:09:44,,,,cash
773,JKCEMENT,2022-09-21,NSE,EQ,sell,175.0,2909.5,1200000000033440,2022-09-21T09:15:19,,,,cash
774,JKCEMENT,2022-09-21,NSE,EQ,buy,175.0,2918.0,1200000001345349,2022-09-21T09:23:38,,,,cash
775,ACC,2022-09-21,NSE,EQ,sell,10.0,2631.0,1000000008605983,2022-09-21T10:38:38,,,,cash
776,INDIACEM,2022-09-21,NSE,EQ,buy,150.0,275.9,1100000008057246,2022-09-21T10:42:02,,,,cash
777,ACC,2022-09-21,NSE,EQ,sell,30.0,2633.9,1000000008596783,2022-09-21T10:43:27,,,,cash
778,ACC,2022-09-21,NSE,EQ,buy,10.0,2614.0,1000000008696814,2022-09-21T10:44:11,,,,cash
779,ACC,2022-09-21,NSE,EQ,buy,30.0,2612.0,1000000009049827,2022-09-21T10:44:17,,,,cash
780,INDIACEM,2022-09-21,NSE,EQ,buy,50.0,275.4,1100000008073256,2022-09-21T10:45:27,,,,cash
781,INDIACEM,2022-09-21,NSE,EQ,buy,50.0,275.3,1100000008486681,2022-09-21T10:50:19,,,,cash
782,INDIACEM,2022-09-21,NSE,EQ,sell,250.0,276.2,1100000008881825,2022-09-21T10:55:56,,,,cash
783,HINDUNILVR,2022-09-21,NSE,EQ,sell,20.0,2635.85,1100000009574737,2022-09-21T11:08:14,,,,cash
784,HINDUNILVR,2022-09-21,NSE,EQ,sell,10.0,2635.25,1100000009622921,2022-09-21T11:08:59,,,,cash
785,HINDUNILVR,2022-09-21,NSE,EQ,buy,10.0,2635.0,1100000009994360,2022-09-21T11:15:26,,,,cash
786,IOC,2022-09-21,NSE,EQ,sell,350.0,68.85,1100000010515519,2022-09-21T11:25:07,,,,cash
787,HINDUNILVR,2022-09-21,NSE,EQ,buy,20.0,2632.8,1100000011949543,2022-09-21T11:48:16,,,,cash
788,IOC,2022-09-21,NSE,EQ,sell,200.0,68.85,1100000010591003,2022-09-21T12:48:56,,,,cash
789,AMBUJACEM,2022-09-21,NSE,EQ,sell,100.0,540.55,1000000019233050,2022-09-21T12:53:57,,,,cash
790,AMBUJACEM,2022-09-21,NSE,EQ,sell,20.0,541.15,1000000019282572,2022-09-21T12:54:38,,,,cash
791,AMBUJACEM,2022-09-21,NSE,EQ,sell,30.0,541.0,1000000019312723,2022-09-21T12:55:07,,,,cash
792,AMBUJACEM,2022-09-21,NSE,EQ,sell,50.0,542.0,1000000019243526,2022-09-21T12:55:15,,,,cash
793,IOC,2022-09-21,NSE,EQ,buy,550.0,68.9,1100000016576178,2022-09-21T12:56:00,,,,cash
794,AMBUJACEM,2022-09-21,NSE,EQ,sell,100.0,544.6,1000000019298145,2022-09-21T12:56:53,,,,cash
795,AMBUJACEM,2022-09-21,NSE,EQ,sell,200.0,546.0,1000000019391286,2022-09-21T12:57:15,,,,cash
796,AMBUJACEM,2022-09-21,NSE,EQ,buy,50.0,543.3,1000000019746497,2022-09-21T13:01:00,,,,cash
797,AMBUJACEM,2022-09-21,NSE,EQ,buy,50.0,541.85,1000000019925019,2022-09-21T13:03:32,,,,cash
798,AMBUJACEM,2022-09-21,NSE,EQ,buy,250.0,542.6,1000000019657303,2022-09-21T13:06:13,,,,cash
799,AMBUJACEM,2022-09-21,NSE,EQ,buy,50.0,541.0,1000000019404924,2022-09-21T13:08:46,,,,cash
800,AMBUJACEM,2022-09-21,NSE,EQ,sell,50.0,544.6,1000000020309214,2022-09-21T13:16:01,,,,cash
801,AMBUJACEM,2022-09-21,NSE,EQ,sell,100.0,547.0,1000000019771829,2022-09-21T13:40:39,,,,cash
802,AMBUJACEM,2022-09-21,NSE,EQ,buy,250.0,550.0,1000000019481839,2022-09-21T13:45:02,,,,cash
803,INFY,2022-09-21,NSE,EQ,sell,100.0,1386.0,1100000019684597,2022-09-21T13:48:43,,,,cash
804,INFY,2022-09-21,NSE,EQ,sell,30.0,1384.6,1100000020217569,2022-09-21T14:05:43,,,,cash
805,INFY,2022-09-21,NSE,EQ,buy,30.0,1379.6,1100000019945764,2022-09-21T14:47:30,,,,cash
806,INFY,2022-09-21,NSE,EQ,buy,40.0,1378.5,1100000022251060,2022-09-21T14:49:01,,,,cash
807,INFY,2022-09-21,NSE,EQ,buy,30.0,1378.35,1100000023222065,2022-09-21T14:49:08,,,,cash
808,INFY,2022-09-21,NSE,EQ,buy,30.0,1378.3,1100000023235463,2022-09-21T14:49:21,,,,cash
809,INFY,2022-09-21,NSE,EQ,sell,30.0,1377.4,1100000023322670,2022-09-21T14:50:44,,,,cash
810,INFY,2022-09-21,NSE,EQ,buy,30.0,1377.85,1100000023380220,2022-09-21T14:51:35,,,,cash
811,AMBUJACEM,2022-09-22,NSE,EQ,sell,150.0,539.85,1000000009987485,2022-09-22T10:48:14,,,,cash
812,AMBUJACEM,2022-09-22,NSE,EQ,buy,50.0,539.05,1000000010106169,2022-09-22T10:49:32,,,,cash
813,AMBUJACEM,2022-09-22,NSE,EQ,sell,30.0,541.0,1000000010170630,2022-09-22T10:51:49,,,,cash
814,AMBUJACEM,2022-09-22,NSE,EQ,buy,130.0,539.4,1000000010401658,2022-09-22T10:54:21,,,,cash
815,COFORGE,2022-09-22,NSE,EQ,sell,3.0,3388.0,1000000010728649,2022-09-22T10:57:57,,,,cash
816,COFORGE,2022-09-22,NSE,EQ,sell,15.0,3396.0,1000000010747642,2022-09-22T11:00:00,,,,cash
817,COFORGE,2022-09-22,NSE,EQ,sell,10.0,3402.0,1000000010769674,2022-09-22T11:01:31,,,,cash
818,COFORGE,2022-09-22,NSE,EQ,sell,25.0,3410.0,1000000010778956,2022-09-22T11:01:39,,,,cash
819,COFORGE,2022-09-22,NSE,EQ,buy,53.0,3425.0,1000000011014005,2022-09-22T11:01:58,,,,cash
820,COFORGE,2022-09-22,NSE,EQ,sell,15.0,3427.4,1000000011085015,2022-09-22T11:02:44,,,,cash
821,COFORGE,2022-09-22,NSE,EQ,sell,25.0,3425.0,1000000011138374,2022-09-22T11:03:37,,,,cash
822,COFORGE,2022-09-22,NSE,EQ,buy,10.0,3426.75,1000000011195319,2022-09-22T11:04:43,,,,cash
823,COFORGE,2022-09-22,NSE,EQ,buy,30.0,3378.85,1000000010947921,2022-09-22T11:25:25,,,,cash
824,APOLLOTYRE,2022-09-22,NSE,EQ,buy,300.0,279.45,1000000012967345,2022-09-22T11:31:03,,,,cash
825,APOLLOTYRE,2022-09-22,NSE,EQ,buy,100.0,278.7,1000000012979936,2022-09-22T11:31:51,,,,cash
826,APOLLOTYRE,2022-09-22,NSE,EQ,buy,100.0,277.7,1000000013128461,2022-09-22T12:00:52,,,,cash
827,APOLLOTYRE,2022-09-22,NSE,EQ,sell,500.0,277.7,1000000015254898,2022-09-22T12:09:23,,,,cash
828,PIIND,2022-09-22,NSE,EQ,buy,50.0,3089.5,1200000014705903,2022-09-22T12:14:58,,,,cash
829,PIIND,2022-09-22,NSE,EQ,buy,30.0,3084.0,1200000014724819,2022-09-22T12:30:01,,,,cash
830,PIIND,2022-09-22,NSE,EQ,sell,50.0,3103.4,1200000016881604,2022-09-22T12:48:29,,,,cash
831,PIIND,2022-09-22,NSE,EQ,sell,30.0,3101.0,1200000016895612,2022-09-22T12:48:47,,,,cash
832,POWERGRID,2022-09-23,NSE,EQ,sell,350.0,210.0,1200000012154002,2022-09-23T11:24:59,,,,cash
833,POWERGRID,2022-09-23,NSE,EQ,buy,150.0,209.15,1200000013838241,2022-09-23T11:53:11,,,,cash
834,POWERGRID,2022-09-23,NSE,EQ,buy,200.0,208.1,1200000013873102,2022-09-23T12:39:34,,,,cash
835,POWERGRID,2022-09-23,NSE,EQ,buy,100.0,204.95,1200000019845296,2022-09-23T13:28:54,,,,cash
836,POWERGRID,2022-09-23,NSE,EQ,buy,150.0,204.4,1200000019855359,2022-09-23T13:36:21,,,,cash
837,POWERGRID,2022-09-23,NSE,EQ,buy,50.0,203.6,1200000020370811,2022-09-23T13:37:34,,,,cash
838,POWERGRID,2022-09-23,NSE,EQ,sell,300.0,203.0,1200000020366235,2022-09-23T13:38:44,,,,cash
839,POWERGRID,2022-09-26,NSE,EQ,buy,100.0,190.9,1200000002676697,2022-09-26T09:30:30,,,,cash
840,POWERGRID,2022-09-26,NSE,EQ,sell,40.0,190.85,1200000003040260,2022-09-26T09:33:00,,,,cash
841,POWERGRID,2022-09-26,NSE,EQ,buy,60.0,190.4,1200000002730761,2022-09-26T09:34:06,,,,cash
842,POWERGRID,2022-09-26,NSE,EQ,buy,30.0,189.8,1200000003678939,2022-09-26T09:37:45,,,,cash
843,POWERGRID,2022-09-26,NSE,EQ,buy,350.0,188.4,1200000003366522,2022-09-26T09:40:23,,,,cash
844,POWERGRID,2022-09-26,NSE,EQ,sell,500.0,187.0,1200000003767891,2022-09-26T09:42:48,,,,cash
845,TATAMOTORS,2022-09-26,NSE,EQ,buy,300.0,400.85,1300000004498791,2022-09-26T09:43:11,,,,cash
846,TATAMOTORS,2022-09-26,NSE,EQ,buy,100.0,399.0,1300000004540261,2022-09-26T10:02:34,,,,cash
847,TATAMOTORS,2022-09-26,NSE,EQ,buy,100.0,398.0,1300000004685696,2022-09-26T10:03:06,,,,cash
848,TATAMOTORS,2022-09-26,NSE,EQ,sell,100.0,400.55,1300000008078927,2022-09-26T10:14:32,,,,cash
849,TATAMOTORS,2022-09-26,NSE,EQ,sell,220.0,399.8,1300000005168681,2022-09-26T10:15:15,,,,cash
850,TATAMOTORS,2022-09-26,NSE,EQ,buy,220.0,397.0,1300000008205876,2022-09-26T10:55:57,,,,cash
851,TATAMOTORS,2022-09-26,NSE,EQ,buy,200.0,393.4,1300000013477909,2022-09-26T11:13:10,,,,cash
852,TATAMOTORS,2022-09-26,NSE,EQ,sell,200.0,397.4,1300000014907144,2022-09-26T11:28:08,,,,cash
853,TATAMOTORS,2022-09-26,NSE,EQ,sell,100.0,397.9,1300000015074514,2022-09-26T11:30:11,,,,cash
854,TATAMOTORS,2022-09-26,NSE,EQ,sell,300.0,398.0,1300000015160721,2022-09-26T11:31:11,,,,cash
855,ADANIENT,2022-09-26,NSE,EQ,buy,10.0,3591.9,1000000016575986,2022-09-26T11:45:06,,,,cash
856,ADANIENT,2022-09-26,NSE,EQ,sell,5.0,3606.1,1000000018959385,2022-09-26T12:16:08,,,,cash
857,ADANIENT,2022-09-26,NSE,EQ,sell,5.0,3620.0,1000000016809739,2022-09-26T12:40:00,,,,cash
858,POWERGRID,2022-09-27,NSE,EQ,sell,250.0,204.0,1200000011352660,2022-09-27T10:55:54,,,,cash
859,POWERGRID,2022-09-27,NSE,EQ,sell,300.0,204.6,1200000011368810,2022-09-27T11:09:37,,,,cash
860,POWERGRID,2022-09-27,NSE,EQ,buy,550.0,206.1,1200000014623799,2022-09-27T11:32:31,,,,cash
861,RELIANCE,2022-09-27,NSE,EQ,sell,80.0,2383.75,1300000014790387,2022-09-27T11:42:31,,,,cash
862,RELIANCE,2022-09-27,NSE,EQ,sell,50.0,2396.0,1300000014815158,2022-09-27T12:08:44,,,,cash
863,RELIANCE,2022-09-27,NSE,EQ,sell,20.0,2401.0,1300000014975135,2022-09-27T12:34:31,,,,cash
864,RELIANCE,2022-09-27,NSE,EQ,buy,150.0,2404.9,1300000018627887,2022-09-27T12:40:12,,,,cash
865,GRANULES,2022-09-27,NSE,EQ,sell,300.0,318.5,1100000021359948,2022-09-27T13:19:55,,,,cash
866,GRANULES,2022-09-27,NSE,EQ,sell,100.0,318.5,1100000021450913,2022-09-27T13:21:45,,,,cash
867,RELIANCE,2022-09-27,NSE,EQ,sell,20.0,2420.2,1300000021440649,2022-09-27T13:25:15,,,,cash
868,GRANULES,2022-09-27,NSE,EQ,sell,200.0,319.2,1100000021386242,2022-09-27T13:59:25,,,,cash
869,GRANULES,2022-09-27,NSE,EQ,buy,500.0,316.25,1100000026227199,2022-09-27T14:27:21,,,,cash
870,RELIANCE,2022-09-27,NSE,EQ,buy,20.0,2408.25,1300000025870928,2022-09-27T14:27:33,,,,cash
871,GRANULES,2022-09-27,NSE,EQ,buy,100.0,315.9,1100000021460401,2022-09-27T14:27:57,,,,cash
872,ABBOTINDIA,2022-09-28,NSE,EQ,sell,7.0,18016.0,1000000000923156,2022-09-28T09:21:50,,,,cash
873,ABBOTINDIA,2022-09-28,NSE,EQ,buy,7.0,18162.5,1000000001936990,2022-09-28T09:30:52,,,,cash
874,TATACHEM,2022-09-29,NSE,EQ,buy,50.0,1104.5,1300000009413189,2022-09-29T10:52:23,,,,cash
875,TATACHEM,2022-09-29,NSE,EQ,buy,60.0,1101.0,1300000009447239,2022-09-29T10:54:30,,,,cash
876,TATACHEM,2022-09-29,NSE,EQ,buy,40.0,1094.0,1300000009564195,2022-09-29T11:12:18,,,,cash
877,TATACHEM,2022-09-29,NSE,EQ,sell,150.0,1091.0,1300000009477064,2022-09-29T11:15:36,,,,cash
878,ABBOTINDIA,2022-09-29,NSE,EQ,sell,1.0,18600.8,1000000011421398,2022-09-29T11:21:36,,,,cash
879,ABBOTINDIA,2022-09-29,NSE,EQ,sell,3.0,18610.1,1000000011412330,2022-09-29T11:23:23,,,,cash
880,ABBOTINDIA,2022-09-29,NSE,EQ,sell,4.0,18650.0,1000000011461428,2022-09-29T11:23:56,,,,cash
881,ABBOTINDIA,2022-09-29,NSE,EQ,sell,2.0,18705.05,1000000011618089,2022-09-29T11:24:27,,,,cash
882,ABBOTINDIA,2022-09-29,NSE,EQ,sell,2.0,18750.0,1000000011712786,2022-09-29T11:34:44,,,,cash
883,ABBOTINDIA,2022-09-29,NSE,EQ,buy,12.0,18900.0,1000000011490679,2022-09-29T12:46:39,,,,cash
884,ABBOTINDIA,2022-09-29,NSE,EQ,sell,10.0,18970.0,1000000018822442,2022-09-29T13:00:52,,,,cash
885,ABBOTINDIA,2022-09-29,NSE,EQ,sell,5.0,19020.0,1000000018859966,2022-09-29T14:30:25,,,,cash
886,ABBOTINDIA,2022-09-29,NSE,EQ,buy,15.0,19100.0,1000000018894959,2022-09-29T14:46:02,,,,cash
887,ESCORTS,2022-09-30,NSE,EQ,sell,120.0,2100.0,1100000000021866,2022-09-30T09:07:08,,,,cash
888,TORNTPHARM,2022-09-30,NSE,EQ,sell,165.0,1548.9,1300000000024959,2022-09-30T09:07:08,,,,cash
889,ABBOTINDIA,2022-09-30,NSE,EQ,sell,26.0,19181.1,1000000000014067,2022-09-30T09:21:00,,,,cash
890,ABBOTINDIA,2022-09-30,NSE,EQ,buy,26.0,18917.15,1000000002382583,2022-09-30T09:30:37,,,,cash
891,ESCORTS,2022-09-30,NSE,EQ,buy,120.0,2075.7,1100000002681148,2022-09-30T09:30:43,,,,cash
892,TORNTPHARM,2022-09-30,NSE,EQ,buy,165.0,1558.9,1300000002682813,2022-09-30T09:30:48,,,,cash
893,GRANULES,2022-09-30,NSE,EQ,sell,199.0,335.0,1100000002939933,2022-09-30T09:32:43,,,,cash
894,GRANULES,2022-09-30,NSE,EQ,sell,50.0,334.2,1100000002953908,2022-09-30T09:32:57,,,,cash
895,GRANULES,2022-09-30,NSE,EQ,buy,60.0,333.5,1100000003029496,2022-09-30T09:33:29,,,,cash
896,GRANULES,2022-09-30,NSE,EQ,buy,100.0,332.5,1100000003110315,2022-09-30T09:34:54,,,,cash
897,GRANULES,2022-09-30,NSE,EQ,buy,89.0,332.25,1100000003216073,2022-09-30T09:35:03,,,,cash
898,GRANULES,2022-09-30,NSE,EQ,sell,50.0,332.7,1100000003525243,2022-09-30T09:37:48,,,,cash
899,GRANULES,2022-09-30,NSE,EQ,sell,50.0,332.35,1100000004101158,2022-09-30T09:43:01,,,,cash
900,GRANULES,2022-09-30,NSE,EQ,sell,20.0,333.75,1100000004264265,2022-09-30T09:44:41,,,,cash
