symbol,tradeDate,exchange,quantity,price,executionTime,strikePrice,expiryDate,optionsType,tradeType,assetType,id,tradeId
ADANIENT,2022-09-02,NSE,35,3263.0,10:27:26,,,,buy,cash,574391ed1886e765bebe84192f07d203,457542afee6398b4f7ffc3988d4b0fb5
DELTACORP,2022-09-02,NSE,150,214.8,10:27:43,,,,sell,cash,ee154eb439cf4d250e63e312a36e4bb3,82fb8cf90628f6e1ec5584af0d9f4a4d
DELTACORP,2022-09-02,NSE,20,215.4,11:19:29,,,,sell,cash,10cec4574c206725506a6f64f666fa2b,82fb8cf90628f6e1ec5584af0d9f4a4d
DELTACORP,2022-09-02,NSE,250,216.0,11:26:20,,,,sell,cash,090d539ad14072c29f8b938b6ccb0c82,82fb8cf90628f6e1ec5584af0d9f4a4d
DELTACORP,2022-09-02,NSE,120,214.4,12:03:28,,,,buy,cash,4c685561cfb731d8566623e9b0cc8020,82fb8cf90628f6e1ec5584af0d9f4a4d
DELTACORP,2022-09-02,NSE,300,214.4,12:04:48,,,,buy,cash,f1d42455a2f7ae1a017b944464d290b0,82fb8cf90628f6e1ec5584af0d9f4a4d
ADANIENT,2022-09-02,NSE,3,3347.0,12:20:31,,,,sell,cash,1dd95c60231941d45776a6e9244298e0,1c4026934c9b8ee773277d22053d5c7e
ADANIENT,2022-09-02,NSE,10,3356.0,12:51:41,,,,sell,cash,318e05cf64ca46e98bdb5509b28a71a1,1c4026934c9b8ee773277d22053d5c7e
ADANIENT,2022-09-02,NSE,7,3362.0,12:55:23,,,,sell,cash,1ad76d6ed5e318b7be8421671e4ed47e,1c4026934c9b8ee773277d22053d5c7e
ADANIENT,2022-09-02,NSE,13,3339.0,13:08:49,,,,buy,cash,65f77d085d7a30788807fba2872f2a58,1c4026934c9b8ee773277d22053d5c7e
ADANIENT,2022-09-02,NSE,7,3339.5,13:09:01,,,,buy,cash,1e585170d4bc2aa65bd168e3f49002b2,1c4026934c9b8ee773277d22053d5c7e
INDIAMART,2022-09-05,NSE,44,4774.0,09:17:08,,,,sell,cash,9a65fafe8adeb33fbf6cacb8069a6cf5,2c2516af71a479c5909990be1b875c86
INDIAMART,2022-09-05,NSE,44,4735.0,09:20:56,,,,buy,cash,5910e4255c9c111b99a6ae112875ed56,2c2516af71a479c5909990be1b875c86
AMARAJABAT,2022-09-05,NSE,50,531.812,11:16:12,,,,sell,cash,f52888011224440bb52d8651114a8ce9,0dd4776c9e346301d19f42354b3375c0
AMARAJABAT,2022-09-05,NSE,100,532.38,11:17:14,,,,sell,cash,2e9ea699478a7558dc2ecc92e5dd8fd9,0dd4776c9e346301d19f42354b3375c0
AMARAJABAT,2022-09-05,NSE,300,533.0,11:17:54,,,,sell,cash,b077c41cb7416f63668c856483cbab26,0dd4776c9e346301d19f42354b3375c0
AMARAJABAT,2022-09-05,NSE,450,529.0,11:31:32,,,,buy,cash,5742f6732fc73bd5b50e53bd2ac8b2cd,0dd4776c9e346301d19f42354b3375c0
EXIDEIND,2022-09-05,NSE,15,169.0,12:49:45,,,,buy,cash,5ee602b824313e777bfd168d5dfc7197,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,20,169.1,12:50:56,,,,buy,cash,01bc6d1d75e36192efa6a40656dfb458,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,5,168.95,12:51:51,,,,sell,cash,6c103680809c3679c61a2b44521d0b0c,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,10,168.85,12:53:54,,,,sell,cash,c12c10b8d1e74cdb2510e7730aba8790,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,5,168.85,12:54:25,,,,sell,cash,e4095499ac00b833440ba274c368b02b,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,5,168.75,12:54:37,,,,sell,cash,5a5912800ad79f2114f315857a5e7c69,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,5,168.8,12:54:50,,,,sell,cash,22e5f95587ee58002d10c620a47e3fe4,c303f5e46babc48b2c9233ec4d273721
EXIDEIND,2022-09-05,NSE,5,168.8,12:55:07,,,,sell,cash,a908d610619cbe4c5a471ff8474b1f49,c303f5e46babc48b2c9233ec4d273721
AMARAJABAT,2022-09-05,NSE,100,535.0875,13:40:13,,,,sell,cash,f2641abc8727929cc62925298404c09a,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,200,536.1,13:49:47,,,,sell,cash,59aff060652dd998917440ea46be43ed,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,100,534.0,14:12:26,,,,buy,cash,6d8056d6ca7e33cc70076c74d2a6bd2d,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,100,534.4,14:13:01,,,,buy,cash,a526f62c7edc553fba498b5c123cea38,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,150,536.8,14:23:01,,,,sell,cash,02ffef08cfd6fdf71bd92b82eea0764c,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,350,539.0,14:23:29,,,,buy,cash,403e7e8295f041ecdcdb8ddf96f810bb,6e03e7c66cc7281bf71b555bbb0f51c3
AMARAJABAT,2022-09-05,NSE,100,534.5,14:38:32,,,,sell,cash,9ae512731fb114e921cf423a637cd3a0,6e03e7c66cc7281bf71b555bbb0f51c3
DIXON,2022-09-06,NSE,116,4245.9,09:07:06,,,,sell,cash,caed38bbf1df07c0bf9c4cb8e618cc31,cb35e18e8710aadd6a1ac3a3b2917664
EXIDEIND,2022-09-06,NSE,2900,172.85,09:16:36,,,,sell,cash,4ab0c640896c9aa8edcf028214a0a954,10a544c273dc5c2b3421a2f17219336b
DIXON,2022-09-06,NSE,116,4205.0,09:18:03,,,,buy,cash,3997390d02e23b02b4d4aafed8aa377d,cb35e18e8710aadd6a1ac3a3b2917664
EXIDEIND,2022-09-06,NSE,2900,174.0,09:23:54,,,,buy,cash,db18b08c770ec6eea18b1fe1fc2badd1,10a544c273dc5c2b3421a2f17219336b
APOLLOTYRE,2022-09-06,NSE,200,267.6,11:02:50,,,,buy,cash,5dd8b7fa6d8b13c9b7ac20ea9c0cf331,b65b57d686f0d728f5e90c2b33cb16a0
APOLLOTYRE,2022-09-06,NSE,50,267.7,11:04:29,,,,buy,cash,5b81708e6003f568d735624cb03c2ab7,b65b57d686f0d728f5e90c2b33cb16a0
APOLLOTYRE,2022-09-06,NSE,250,267.65,11:10:25,,,,sell,cash,ad632ceec7493fbbba407497df3f28e4,b65b57d686f0d728f5e90c2b33cb16a0
TATAPOWER,2022-09-06,NSE,200,244.55,11:14:09,,,,sell,cash,9da5d4233acd7995907b8c73d38e4eed,3fc1ba0573467a6ab01aa733d0184353
TATAPOWER,2022-09-06,NSE,100,245.3,11:21:31,,,,sell,cash,0141770e6eb8f86acacb6d46f4522cf5,3fc1ba0573467a6ab01aa733d0184353
TATAPOWER,2022-09-06,NSE,100,245.7,11:30:35,,,,sell,cash,8ef3f99dc82f666b7a93f2a3503832e2,3fc1ba0573467a6ab01aa733d0184353
TATAPOWER,2022-09-06,NSE,150,245.2,11:35:48,,,,buy,cash,5dde31d69685623f6e6bee68e3e9f4f0,3fc1ba0573467a6ab01aa733d0184353
TATAPOWER,2022-09-06,NSE,150,246.2,11:44:53,,,,sell,cash,78fd275afa52a1aebc3b4806d3eb5e60,3fc1ba0573467a6ab01aa733d0184353
TATAPOWER,2022-09-06,NSE,400,245.90000000000003,12:43:10,,,,buy,cash,7e616b5573c0cb619093ae20dce92ee8,3fc1ba0573467a6ab01aa733d0184353
ADANIENT,2022-09-06,NSE,15,3432.2,12:54:22,,,,sell,cash,eaae4263b7d298c086d583132c36bb99,bbf066016e373965a01e7890759a10b1
ADANIENT,2022-09-06,NSE,3,3433.0500000000006,12:55:02,,,,sell,cash,2cba8f6338e8e3e6a3d1df1ee3db5874,bbf066016e373965a01e7890759a10b1
ADANIENT,2022-09-06,NSE,2,3436.0,12:56:40,,,,sell,cash,78c629a85e6d35907ab5109e841a099d,bbf066016e373965a01e7890759a10b1
ADANIENT,2022-09-06,NSE,25,3442.0,13:10:54,,,,sell,cash,e30d3810aede05675ab2affd91b7609f,bbf066016e373965a01e7890759a10b1
ADANIENT,2022-09-06,NSE,5,3434.0,13:50:54,,,,buy,cash,c6947521c30bcf10c5679969fd572443,bbf066016e373965a01e7890759a10b1
ADANIENT,2022-09-06,NSE,40,3435.7,14:18:27,,,,buy,cash,4994401c732adc71b87a277a863d3d40,bbf066016e373965a01e7890759a10b1
TATAPOWER,2022-09-06,NSE,200,247.1,14:43:00,,,,sell,cash,703c380317c1cddd49013681438b45a4,c3d6a68e4ff3ac6149b2021ff979e7ea
TATAPOWER,2022-09-06,NSE,200,247.3,15:03:15,,,,sell,cash,304e74a160c8dabbf2e5f2ad26bc87ef,c3d6a68e4ff3ac6149b2021ff979e7ea
TATAPOWER,2022-09-06,NSE,100,247.2,15:03:15,,,,sell,cash,9dc3b6efdc90d67de8e014304515a075,c3d6a68e4ff3ac6149b2021ff979e7ea
TATAPOWER,2022-09-06,NSE,200,248.0,15:04:49,,,,buy,cash,ea8a1e23506eb80ed930100cc3eea28f,c3d6a68e4ff3ac6149b2021ff979e7ea
TATAPOWER,2022-09-06,NSE,300,247.25,15:10:17,,,,buy,cash,2f838aace2bf086d1a29b5adb099e33a,c3d6a68e4ff3ac6149b2021ff979e7ea
AMBUJACEM,2022-09-07,NSE,1400,440.05,09:07:57,,,,sell,cash,f5141871da7dfeb272795105870f1a4a,b8abb57870395fa3458c825e62740b9a
NTPC,2022-09-07,NSE,3333,168.5,09:07:57,,,,sell,cash,31a068b92c8f8e8a766f66b9e5170696,5d61654d3b3cc3eae58714ccbcc2a1c8
AMBUJACEM,2022-09-07,NSE,1400,443.9,09:19:41,,,,buy,cash,fa020745b9cb5153fe48619614aaa19e,b8abb57870395fa3458c825e62740b9a
NTPC,2022-09-07,NSE,3333,169.2,09:23:34,,,,buy,cash,d5835ed6152cba4cb58035b19e922ad6,5d61654d3b3cc3eae58714ccbcc2a1c8
AMBUJACEM,2022-09-07,NSE,224,442.9,09:26:36,,,,sell,cash,b40760d8fb37cbca8e00ab8ef1d4431a,019d7c480e75f6779547ab7b0caf961f
AMBUJACEM,2022-09-07,NSE,224,446.45,09:32:29,,,,buy,cash,b711fe3f262a7bd5115e0e8632179d70,019d7c480e75f6779547ab7b0caf961f
ACC,2022-09-07,NSE,10,2408.7,09:38:32,,,,sell,cash,f895cffe9d3736564c1ffce8fb593108,cdf385df0f90d3934dfb36fba2d49c8b
ACC,2022-09-07,NSE,5,2418.0,09:41:44,,,,sell,cash,ef704fb9d3adf326e8fbecf6f898b0bf,cdf385df0f90d3934dfb36fba2d49c8b
ACC,2022-09-07,NSE,5,2419.0,09:42:40,,,,sell,cash,4e31d9c078eae718f75216cd27c78c48,cdf385df0f90d3934dfb36fba2d49c8b
ACC,2022-09-07,NSE,40,2426.0,09:43:43,,,,sell,cash,53a3af19d67bae80331ef73bf5dd42d7,cdf385df0f90d3934dfb36fba2d49c8b
ACC,2022-09-07,NSE,60,2445.0,09:54:03,,,,buy,cash,caf455d1c0b984c334f73e827c8c1aaa,cdf385df0f90d3934dfb36fba2d49c8b
ACC,2022-09-07,NSE,10,2437.9,09:55:09,,,,sell,cash,b281544498241cdcc8e871b30a956594,78ef1ffd45afc235c70212bec742b2b9
ACC,2022-09-07,NSE,5,2425.5,09:57:37,,,,sell,cash,24734a8934f65bb36e3c88420f1e99e3,78ef1ffd45afc235c70212bec742b2b9
ACC,2022-09-07,NSE,5,2437.0,10:28:11,,,,sell,cash,545e3022576c78269956ac4fda48c1e3,78ef1ffd45afc235c70212bec742b2b9
ACC,2022-09-07,NSE,10,2413.6,11:01:33,,,,buy,cash,b82251e3ca030b27ae784fbb8db6c5cc,78ef1ffd45afc235c70212bec742b2b9
ACC,2022-09-07,NSE,10,2392.0,11:15:39,,,,buy,cash,734c970018e627d603bb92cc9d234a58,78ef1ffd45afc235c70212bec742b2b9
ACC,2022-09-07,NSE,50,2413.734,12:12:54,,,,sell,cash,b1a83570bf423acc33657159106adf47,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-07,NSE,45,2413.9,12:13:14,,,,buy,cash,90596c1c0c0a8b2688417b8afb9a2b78,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-07,NSE,10,2421.0,12:25:57,,,,sell,cash,a8c6d8569a367009561c87ba9a6aaaf6,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-07,NSE,5,2432.0,12:26:57,,,,sell,cash,001b0e84117dc26ab7f46b6097272d62,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-07,NSE,10,2412.0,14:26:14,,,,buy,cash,113df6ce589a63eeb86735562c8d98ae,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-07,NSE,10,2410.6,14:26:45,,,,buy,cash,be6afb8c06748fc384cc6e806fd7bbe6,8012238301873c866a83a3f4657a5a9e
ACC,2022-09-08,NSE,160,2420.85,09:07:58,,,,sell,cash,5c2d1ea0f5540d043df37101903b933a,232a9716615aa0051efd0d4e4d104d3f
AMBUJACEM,2022-09-08,NSE,50,453.95,09:07:58,,,,sell,cash,dcbd79444060918cc8be6360ee065769,ac8331d80f34270e5ccd0f9549aff65d
AMBUJACEM,2022-09-08,NSE,800,453.95,09:07:58,,,,sell,cash,b21a33f6479bb65c2334c91970da054d,ac8331d80f34270e5ccd0f9549aff65d
ASTRAL,2022-09-08,NSE,155,2456.1,09:07:58,,,,sell,cash,35e17da224df144a202f43231df2dc91,0d84981367af9a52de5e1d81473c9b6a
ASTRAL,2022-09-08,NSE,155,2472.9970967741933,09:17:37,,,,buy,cash,799021998180e3aa7712f0bd0b7f5a99,0d84981367af9a52de5e1d81473c9b6a
AMBUJACEM,2022-09-08,NSE,850,450.0,09:18:35,,,,buy,cash,0238c3edeb2d5b8280ee9fc024790c4a,ac8331d80f34270e5ccd0f9549aff65d
ULTRACEMCO,2022-09-08,NSE,22,6848.218181818182,09:21:53,,,,sell,cash,021d0d989c79e634bf2019458ec587cb,4d8e3c7419150a26a6da81191f6b27a3
ACC,2022-09-08,NSE,40,2420.5999999999995,09:23:56,,,,sell,cash,91f1f8e2926b46751949efb27d1ebc31,232a9716615aa0051efd0d4e4d104d3f
ULTRACEMCO,2022-09-08,NSE,22,6880.0,09:25:12,,,,buy,cash,67c2e41b460d502b72966841de008f19,4d8e3c7419150a26a6da81191f6b27a3
ACC,2022-09-08,NSE,200,2430.0,09:28:36,,,,buy,cash,8c3f6af491687679f2f932f36a161384,232a9716615aa0051efd0d4e4d104d3f
DALBHARAT,2022-09-08,NSE,10,1634.05,12:00:01,,,,sell,cash,9d73aa14eba711838c3fb1b6c6e0f4aa,b05c819136eff95a6b1263bbb9d0dc5a
HINDPETRO,2022-09-08,NSE,300,252.55,12:01:57,,,,sell,cash,f11e40e62fb8130b0b6e94c83c82cb54,f0b5a2e24fa37f32e73bd2af70e93046
DALBHARAT,2022-09-08,NSE,10,1634.9,12:02:47,,,,buy,cash,5cf25f1ab868e8432f4d45ed1cfb934d,b05c819136eff95a6b1263bbb9d0dc5a
HINDPETRO,2022-09-08,NSE,30,252.8,12:05:03,,,,sell,cash,fd356d6947a4b4a2c2e67b0f47ce8421,f0b5a2e24fa37f32e73bd2af70e93046
HINDPETRO,2022-09-08,NSE,330,250.4,12:58:11,,,,buy,cash,40a8da2e5ed8cdf7a7f1a0faa1ac0ed4,f0b5a2e24fa37f32e73bd2af70e93046
DALBHARAT,2022-09-09,NSE,300,1654.0,09:07:03,,,,sell,cash,90353cdc2a323ec170b3cc342b445ee4,241225f995839481d2768a1b088ac3a6
JKCEMENT,2022-09-09,NSE,170,2960.6,09:07:03,,,,sell,cash,a5da897dbdd6f8e14c19c83af6a8c3ae,2ecb43f9cd73a1881643b8faf0ff25de
DALBHARAT,2022-09-09,NSE,300,1666.9833333333333,09:24:38,,,,buy,cash,c25a55accb86ede86283eabdff3d45da,241225f995839481d2768a1b088ac3a6
ULTRACEMCO,2022-09-09,NSE,21,6958.0,09:32:08,,,,buy,cash,8d50be7241f107b167bfff4dc87ba73c,8de3d24f57d9513f8feddb1b2c898c3c
ULTRACEMCO,2022-09-09,NSE,21,6943.0,09:33:45,,,,sell,cash,cc0a5325296a5e8fdcee616863c679dd,8de3d24f57d9513f8feddb1b2c898c3c
JKCEMENT,2022-09-09,NSE,170,2978.1264705882354,10:29:18,,,,buy,cash,48561a02dc4bf0bd02a895b34be6de91,2ecb43f9cd73a1881643b8faf0ff25de
SHREECEM,2022-09-09,NSE,1,25158.0,11:47:59,,,,sell,cash,45c3fbc5f8f9d9b1d0e5efed3a3f28a3,46235643c28e68bcedec32d7928575ee
SHREECEM,2022-09-09,NSE,1,25214.95,11:51:30,,,,buy,cash,474db888610e97a342f0ef9e30deaf7b,46235643c28e68bcedec32d7928575ee
SHREECEM,2022-09-09,NSE,1,25210.0,11:51:30,,,,sell,cash,b932a614bb2628e6755adc2a4ff0fa56,2e5a2d91715df1cb4bad0f67d33f06af
SHREECEM,2022-09-09,NSE,1,25290.0,11:55:27,,,,sell,cash,1a79b03ad955157cf5ae4e2e31553003,2e5a2d91715df1cb4bad0f67d33f06af
SHREECEM,2022-09-09,NSE,1,25065.9,13:12:19,,,,buy,cash,886d2778e4ca34ef4bbdb344d89be212,2e5a2d91715df1cb4bad0f67d33f06af
SHREECEM,2022-09-09,NSE,1,24943.45,13:20:13,,,,buy,cash,b9feb6c36174f253fb009454cdbfac13,2e5a2d91715df1cb4bad0f67d33f06af
ACC,2022-09-12,NSE,89,2375.0,09:07:30,,,,sell,cash,9753e1f3fea095710bc5f9dda87e9a87,bafead1cd5542bbfebc1a8d61507a4ef
FSL,2022-09-12,NSE,1800,117.5,09:07:30,,,,sell,cash,b071446a3ac7dd1dbb89c240ed76933a,63f5684c4130c52f6f7f38606c8cfdb1
JKCEMENT,2022-09-12,NSE,73,2844.95,09:07:30,,,,sell,cash,8dec7490c47b051ec08aa65c546bcb57,2e93828cd45ab31ef6a873c30a9c6387
FSL,2022-09-12,NSE,1800,117.70000000000002,09:17:37,,,,buy,cash,e19fe23a2bc03606316860c714db0bfb,63f5684c4130c52f6f7f38606c8cfdb1
JKCEMENT,2022-09-12,NSE,73,2818.6,09:22:06,,,,buy,cash,3a408550e18840dff1abc0efdbd4ad9d,2e93828cd45ab31ef6a873c30a9c6387
ACC,2022-09-12,NSE,89,2353.994382022472,09:22:27,,,,buy,cash,962c53e54247cbd8bc9684f4247e241d,bafead1cd5542bbfebc1a8d61507a4ef
BSOFT,2022-09-12,NSE,300,339.9,11:38:28,,,,sell,cash,c04c85c9e2b3b8853f534dc70cb6c91d,546e4238312a7f12d59f01b7da21de88
ACC,2022-09-12,NSE,10,2456.0,11:41:08,,,,sell,cash,4f76d41a1dd15a66c9f8c561de2813dd,7de031e8de6cb5ab227f305941681a8c
ACC,2022-09-12,NSE,5,2455.0,11:41:33,,,,sell,cash,c34524ce9642094abd5340a3e40e1f9d,7de031e8de6cb5ab227f305941681a8c
ACC,2022-09-12,NSE,5,2454.35,11:42:44,,,,sell,cash,7614ab9b0b61ceba7b263fbef7848a8e,7de031e8de6cb5ab227f305941681a8c
ACC,2022-09-12,NSE,10,2455.0,11:43:01,,,,sell,cash,6e290fb8405e5cf77444d9d4aed4030a,7de031e8de6cb5ab227f305941681a8c
ACC,2022-09-12,NSE,20,2461.0,11:49:46,,,,sell,cash,a86d79451793359d93553b78866c6853,7de031e8de6cb5ab227f305941681a8c
BSOFT,2022-09-12,NSE,150,340.6,11:57:10,,,,sell,cash,dbfe23b890ceabaaac1813c65471b6b5,546e4238312a7f12d59f01b7da21de88
ACC,2022-09-12,NSE,20,2459.0,13:03:44,,,,buy,cash,0845c68e8c95ab0efee1b41dc5259040,7de031e8de6cb5ab227f305941681a8c
BSOFT,2022-09-12,NSE,150,338.25,13:04:07,,,,buy,cash,3d7ca98c497b3e391b86555c6848662e,546e4238312a7f12d59f01b7da21de88
ACC,2022-09-12,NSE,30,2447.0,13:12:55,,,,buy,cash,a7c4f94417eeff3d22f57d06d5f4d31c,7de031e8de6cb5ab227f305941681a8c
BSOFT,2022-09-12,NSE,300,337.0,13:35:27,,,,buy,cash,51bd50e90431221c76bb0615f4de33ab,546e4238312a7f12d59f01b7da21de88
ATUL,2022-09-13,NSE,45,9632.25,09:07:45,,,,sell,cash,f2bb52e3edb7626e8e45d67fc49eb90d,acecee5232423c9f18aa4e4b6adf7380
GODREJPROP,2022-09-13,NSE,285,1470.0,09:07:45,,,,sell,cash,a14405af9f8ca684337b4ff2c0e09f0b,930e7864a8dee813756f9008b03fe1e4
OBEROIRLTY,2022-09-13,NSE,250,1063.3,09:07:45,,,,sell,cash,806234f37b5f274f0cb99e3618b9bd42,54a41e5571bce2ea54d531730975d0e5
ATUL,2022-09-13,NSE,45,9701.0,09:17:00,,,,buy,cash,fd181bc70546f380bedfc61fa0a06d63,acecee5232423c9f18aa4e4b6adf7380
GODREJPROP,2022-09-13,NSE,140,1456.0999999999997,09:17:06,,,,buy,cash,15e67ddcf3d2fbd8e97fcee8bdaba89c,930e7864a8dee813756f9008b03fe1e4
GODREJPROP,2022-09-13,NSE,145,1453.5,09:17:44,,,,buy,cash,05ad033719fdacea2d206477dec5e62c,930e7864a8dee813756f9008b03fe1e4
OBEROIRLTY,2022-09-13,NSE,250,1066.5046,09:33:06,,,,buy,cash,b5a9b56078791d2b741149cc6c39535f,54a41e5571bce2ea54d531730975d0e5
TATACHEM,2022-09-13,NSE,20,1184.55,10:28:36,,,,sell,cash,f30fa79b902f5691d03d6f6d3b5c7171,65b3363f8f005b57d47db3564d3db415
TATACHEM,2022-09-13,NSE,20,1182.6,10:31:42,,,,buy,cash,650590f3ebeebb072968714af6eb30b7,65b3363f8f005b57d47db3564d3db415
TRENT,2022-09-13,NSE,35,1437.37,10:36:20,,,,sell,cash,8587dc79b99b2c9fa222c604407d5fd3,38b78aae86e84fd7f3501f2428a98a1a
BATAINDIA,2022-09-13,NSE,5,1971.5,10:42:11,,,,sell,cash,7f5dfd39e222397f4a9a40561cb6f9e7,6708829b117dce347e78190753de3d04
TRENT,2022-09-13,NSE,15,1438.75,10:46:41,,,,buy,cash,53a94a9cfa287c920ce8408ddf1f65e0,38b78aae86e84fd7f3501f2428a98a1a
BATAINDIA,2022-09-13,NSE,5,1948.75,11:41:25,,,,buy,cash,ec8bc72840ab781f404e856d96bd2e2a,6708829b117dce347e78190753de3d04
SRF,2022-09-13,NSE,1,2837.6,11:44:15,,,,sell,cash,c924c9bcdd1427c99740333b247e1ec5,d277459cff13cf7a6a194095bc924bd8
SRF,2022-09-13,NSE,1,2839.0,11:44:31,,,,sell,cash,5971114168f1d8ed99ec8b600fb35200,d277459cff13cf7a6a194095bc924bd8
SRF,2022-09-13,NSE,3,2842.0,11:44:39,,,,sell,cash,db801f3d845c50d6f6bf34f209315775,d277459cff13cf7a6a194095bc924bd8
TRENT,2022-09-13,NSE,20,1436.85,11:46:10,,,,buy,cash,80ad8f296abd37e5aa0749c90910be80,38b78aae86e84fd7f3501f2428a98a1a
OBEROIRLTY,2022-09-13,NSE,250,1053.45,15:02:59,,,,buy,cash,cdea3166e8ed1cc2ae477af2c0e474a3,28fbc8bb3b2f99481090ed3b996f9a66
SRF,2022-09-13,NSE,5,2820.6,15:20:55,,,,buy,cash,148364652f742f71790996c67dd3d6ab,d277459cff13cf7a6a194095bc924bd8
OBEROIRLTY,2022-09-13,NSE,250,1053.3108,15:20:57,,,,sell,cash,309338d5ea10810fa168c28394a6bfee,28fbc8bb3b2f99481090ed3b996f9a66
TATACONSUM,2022-09-14,NSE,435,847.3344827586207,09:17:33,,,,sell,cash,662b5f9916d1f42c99a4cca61435520d,07054b88bf39f13ff360c9e69bbf1003
TATACONSUM,2022-09-14,NSE,435,850.0,09:18:39,,,,buy,cash,8d7d571417642928f82d4d2ababfe30b,07054b88bf39f13ff360c9e69bbf1003
ASTRAL,2022-09-14,NSE,70,2407.0,09:20:46,,,,buy,cash,f1e31d453615d819609fa883a6b032c8,b62a8d655b2489aef713a38071bf0c51
LALPATHLAB,2022-09-14,NSE,70,2411.0,09:24:49,,,,buy,cash,51bd58dc17ca740b7d657a4cebd1fc40,35e0459ed0b8330558f12bf6df918d3b
LALPATHLAB,2022-09-14,NSE,30,2403.55,09:26:35,,,,buy,cash,23287400c5a395444526bbd709905f16,35e0459ed0b8330558f12bf6df918d3b
ASTRAL,2022-09-14,NSE,70,2427.0,09:27:22,,,,sell,cash,009dfbe9663c38386c1a60d8f5ab36b4,b62a8d655b2489aef713a38071bf0c51
LALPATHLAB,2022-09-14,NSE,100,2408.046,09:49:25,,,,sell,cash,c2ac4cfd90263ca3603c4d07f8242f43,35e0459ed0b8330558f12bf6df918d3b
ACC,2022-09-14,NSE,5,2683.95,11:20:33,,,,sell,cash,4ed5300672fcd6592eaf9c78a7521a41,fa659dfc35159fd939085c2f28a885a7
VEDL,2022-09-14,NSE,50,295.6,11:27:30,,,,sell,cash,bce24b29c526c5a4e6548e4f9ed83d0c,05310271aa0daa43d3db694ec6a11eb2
DALBHARAT,2022-09-14,NSE,10,1750.0,12:34:05,,,,buy,cash,c7fb84953044f8258bf0ea5e5d4c69fe,0c69085972df3c4c8926dab7c881efb8
DALBHARAT,2022-09-14,NSE,5,1749.7,12:36:14,,,,buy,cash,dcb5c7ce01eb65a3431bfea74656e564,0c69085972df3c4c8926dab7c881efb8
ACC,2022-09-14,NSE,5,2663.57,12:59:32,,,,buy,cash,7dc24a67689d3a7ba1649697644aa981,fa659dfc35159fd939085c2f28a885a7
VEDL,2022-09-14,NSE,20,297.0,13:02:16,,,,sell,cash,27fa9359cba256e1bc552505dc9b4e32,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,200,298.0,13:03:09,,,,sell,cash,acaf2afa74b13b891ecea3aa550124e9,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,150,299.0,13:03:27,,,,sell,cash,a22d9ab954d17ac0c3de9ca57253e633,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,180,298.0,13:11:25,,,,buy,cash,62c0fba8b205d5b28367b64760616615,05310271aa0daa43d3db694ec6a11eb2
DALBHARAT,2022-09-14,NSE,5,1753.9,13:11:56,,,,sell,cash,f64d17cc7345153974dc3405a26cb806,0c69085972df3c4c8926dab7c881efb8
DALBHARAT,2022-09-14,NSE,10,1753.55,13:14:05,,,,sell,cash,28df808b2b9c6f4d98b02c8fce3e3c48,0c69085972df3c4c8926dab7c881efb8
VEDL,2022-09-14,NSE,50,298.8,13:25:40,,,,sell,cash,9019002030e3a9a3e8005048e875842f,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,60,299.6,13:27:00,,,,sell,cash,0d226746f6933924ed6a733740da7050,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,350,300.0,13:27:15,,,,buy,cash,281f5edadb4903eb9227f531c987acc2,05310271aa0daa43d3db694ec6a11eb2
VEDL,2022-09-14,NSE,100,301.3,13:29:02,,,,sell,cash,229403fde641751bdd8ebb6f632b8379,758955d5238d1971f47da7a736f8e88e
VEDL,2022-09-14,NSE,50,302.75,13:29:21,,,,sell,cash,46224bdcaf36f1c392ec6c39dbe500c3,758955d5238d1971f47da7a736f8e88e
VEDL,2022-09-14,NSE,150,302.7033333333333,13:29:28,,,,sell,cash,0c9497a2f4d8d2a36de8025b61dfe09f,758955d5238d1971f47da7a736f8e88e
